Place type,Room type,Location,Latitude,Longitude,Price/night (SGD),Total Price (SGD),Bedrooms,Beds,Bathrooms,Superhost,Host Reviews,Host Rating,Total Reviews,Rating,Cleanliness Rating,Accuracy Rating,Check-in Rating,Communication Rating,Location Rating,Value Rating,Amenities,Link
Room,Room,Khet Bang Rak,13.721218732726511,100.52607295658224,$66,$418,0,3,1,True,91,4.98,0,New,0,0,0,0,0,0,"['Hair dryer', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage', 'TV', 'Air conditioning', 'Lock on bedroom door', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Kettle', 'Rice cooker', 'Dining table', 'Paid car park off premises', 'Single level home', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Smart lock']",https://www.airbnb.com.sg/rooms/1205120123528689838?adults=3&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1957389516&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541626_P3E7l3_exnMGhLAK&previous_page_section_name=1000&federated_search_id=956c17fb-dfbf-4130-b2ca-3a24a1b5b6d5
Room,Room,Khet Pom Prap Sattru Phai,13.7396,100.5132,$79,$547,2,3,1,True,64,4.91,0,New,0,0,0,0,0,0,"['Cleaning products', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes storage', 'TV', 'Exercise equipment', 'Pool table', 'Air conditioning', 'Ceiling fan', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Fast wifi – 279 Mbps', 'Dedicated workspace', 'Kitchen', 'Dishes and cutlery', 'Coffee maker', 'Dining table', 'Patio or balcony', 'Outdoor furniture', 'Outdoor dining area', 'Free parking on premises', 'Paid parking off premises', 'Self check-in', 'Smart lock', 'Cleaning available during stay']",https://www.airbnb.com.sg/rooms/1202542163338874508?adults=3&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1955298527&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541626_P3XcraaNUCOcyowT&previous_page_section_name=1000&federated_search_id=956c17fb-dfbf-4130-b2ca-3a24a1b5b6d5
Entire home,Flat,Bangkok,13.73649,100.55711,$157,$968,2,2,2,True,4058,4.83,216,4.85,4.8,4.9,4.9,4.9,4.9,4.8,"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'TV with standard cable/satellite', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Cooker', 'Kettle', 'Rice cooker', 'Dining table', 'Patio or balcony', 'Shared pool', 'Private hot tub', 'Lift', 'Gym', 'Paid multistorey car park off premises', 'Paid parking on premises', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/35252466?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541626_P3It6iaGNC3ZLc__&previous_page_section_name=1000&federated_search_id=956c17fb-dfbf-4130-b2ca-3a24a1b5b6d5
Entire home,Flat,Ratchathewi,13.75545,100.53748,$67,$414,0,3,1,True,102,4.9,102,4.9,4.8,4.9,4.9,5.0,4.8,4.9,"['Hair dryer', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Iron', 'Clothes drying rack', 'Clothes storage', 'TV', 'Air conditioning', 'Fire extinguisher', 'Wifi', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Private patio or balcony', 'Lift', 'Host greets you']",https://www.airbnb.com.sg/rooms/29174656?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541626_P3UechXPFPKximiP&previous_page_section_name=1000&federated_search_id=956c17fb-dfbf-4130-b2ca-3a24a1b5b6d5
Entire home,Flat,Khet Sathon,13.715411751254988,100.53043542886569,$170,"$1,049",2,3,2,False,3401,4.63,0,New,0,0,0,0,0,0,"['Bath', 'Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Washing machine', 'Essentials', 'Hangers', 'Iron', 'Clothes storage', 'TV', 'Air conditioning', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Kettle', 'Rice cooker', 'Dining table', 'Free parking on premises', 'Pool', 'Lift', 'Gym', 'Long-term stays allowed']",https://www.airbnb.com.sg/rooms/1201116533827414004?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541626_P3sxCu9pwnWpRNEH&previous_page_section_name=1000&federated_search_id=956c17fb-dfbf-4130-b2ca-3a24a1b5b6d5
Entire home,Serviced apartment,Khet Bang Rak,13.7242,100.5307,$172,"$1,052",3,3,1,True,1676,4.83,25,4.76,4.8,4.8,4.8,4.9,4.9,4.6,"['City skyline view', 'Hair dryer', 'Cleaning products', 'Generic  shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Free dryer – In unit', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Safe', 'Clothes storage: wardrobe', 'TV', 'Cot – available upon request', 'Standalone high chair – available upon request', 'Baby bath – available upon request', 'Changing table – available upon request', 'Baby monitor – available upon request', 'Board games', 'Babysitter recommendations', 'Outdoor playground', 'AC – split-type ductless system', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Fast wifi – 505 Mbps', 'Kitchen', 'Mitsubishi  refrigerator', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Ariston electric cooker', 'Ariston single oven', 'Kettle', 'Coffee maker', 'Toaster', 'Dining table', 'Coffee', 'Patio or balcony', 'Shared back garden – Fully fenced', 'Free parking on premises', 'Free on-street parking', 'Shared outdoor pool – available all year, open specific hours, olympic-sized, lap pool, rooftop', 'Lift', 'Shared gym in building', 'Paid parking on premises', 'Single level home', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff', 'Housekeeping available from 9:00 am to 4:00 pm, 2 days a week – included with your stay']",https://www.airbnb.com.sg/rooms/831170151554054386?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541626_P3an5C0DUgUpgQNp&previous_page_section_name=1000&federated_search_id=956c17fb-dfbf-4130-b2ca-3a24a1b5b6d5
Entire home,Shipp,g conta,13.8044,100.5132,$76,$476,2,2,2,True,167,4.86,87,4.94,4.9,4.9,4.8,5.0,4.7,4.9,"['Courtyard view', 'Hair dryer', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Room-darkening blinds', 'Iron', 'Clothes storage: wardrobe', 'AC – split-type ductless system', 'Wifi', 'Fridge', 'Microwave', 'Kettle', 'Dining table', 'Private patio or balcony', 'Private back garden – Fully fenced', 'Outdoor dining area', 'Free parking on premises', 'Pets allowed', 'Smoking allowed', 'Self check-in', 'Smart lock']",https://www.airbnb.com.sg/rooms/779223105817674457?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541626_P34LEC94xoJqvlKK&previous_page_section_name=1000&federated_search_id=956c17fb-dfbf-4130-b2ca-3a24a1b5b6d5
Entire home,Serviced apartment,Phaholyoth,13.7737,100.5408,$89,$543,1,0,1,True,2987,4.88,2199,4.88,4.8,4.9,4.9,4.9,4.6,4.8,"['Hair dryer', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Safe', 'Clothes storage: wardrobe', 'TV', 'Exercise equipment: elliptical, free weights, stationary bike, treadmill', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Freezer', 'Electric cooker', 'Kettle', 'Dining table', 'Free parking on premises', 'Shared indoor pool – open specific hours', 'Lift', 'Private gym in building', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/20869092?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541626_P3AdsLoSAiopnz-f&previous_page_section_name=1000&federated_search_id=956c17fb-dfbf-4130-b2ca-3a24a1b5b6d5
Entire home,Flat,Khet Bang Rak,13.727051318344875,100.52849148849354,$65,$420,1,3,1,False,51,4.78,51,4.78,0,0,0,0,0,0,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Iron', 'Clothes storage: wardrobe', '32-inch TV with standard cable/satellite', 'Central air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Kettle', 'Dining table', 'Coffee', 'Lift', 'Paid car park on premises – 1 space']",https://www.airbnb.com.sg/rooms/815819875684721653?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541626_P39gKV2rJqzmt9oh&previous_page_section_name=1000&federated_search_id=956c17fb-dfbf-4130-b2ca-3a24a1b5b6d5
Entire home,Flat,Khet Bang Phlat,13.8076,100.5129,$53,$395,2,2,1,True,147,4.88,11,5.0,5.0,5.0,5.0,5.0,4.8,5.0,"['Valley view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Free dryer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', 'Ethernet connection', '43-inch HDTV with standard cable/satellite, Disney+, cable/satellite TV, Netflix, Amazon Prime Video, Apple TV', 'Exercise equipment', 'Paid cot – available upon request', 'AC – split-type ductless system', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Fast wifi – 555 Mbps', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Induction cooker', 'Kettle', 'Coffee maker: filter coffee maker', 'Wine glasses', 'Toaster', 'Blender', 'Rice cooker', 'Waste compactor', 'Dining table', 'Coffee', 'Private patio or balcony', 'Shared back garden – Fully fenced', 'Sun loungers', 'Shared pool', 'Lift', 'Shared gym in building', 'Paid car park on premises – 1 space', 'Long-term stays allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay']",https://www.airbnb.com.sg/rooms/876482189619156537?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541626_P33zKhiZXYsGPn6m&previous_page_section_name=1000&federated_search_id=956c17fb-dfbf-4130-b2ca-3a24a1b5b6d5
Entire home,Apartment,Wattana,13.7437,100.5524,$72,$449,1,2,1,True,830,4.8,127,4.71,0,0,0,0,0,0,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Safe', 'Clothes storage: wardrobe', '32-inch HDTV with Netflix', 'Window AC unit', 'Portable fans', 'Smoke alarm', 'First aid kit', 'Fast wifi – 166 Mbps', 'Dedicated workspace', 'Kitchen', 'Electrolux refrigerator', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Electrolux electric cooker', 'Kettle', 'Wine glasses', 'Toaster', 'Coffee', 'Private entrance', 'Private patio or balcony', 'Free parking on premises', 'Shared outdoor pool – rooftop', 'Lift', 'Shared gym in building', 'Single level home', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Host greets you']",https://www.airbnb.com.sg/rooms/44152532?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541626_P32CD92NQowNGQtq&previous_page_section_name=1000&federated_search_id=956c17fb-dfbf-4130-b2ca-3a24a1b5b6d5
Entire home,Flat,Khet Sathon,13.72125,100.53029,$134,$827,2,3,2,True,728,4.97,103,4.91,0,0,0,0,0,0,"['Park view', 'Hair dryer', 'Shampoo', 'Hot water', 'Washing machine', 'Dryer', 'Essentials', 'Hangers', 'Bed linen', 'Iron', 'TV with standard cable/satellite', 'Children’s tableware', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Kettle', 'Coffee maker', 'Lift', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/20575395?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541628_P35xKzJVJrZ4sXH7&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Flat,Khet Ratchathewi,13.75115,100.52852,$77,$489,1,3,1,True,132,4.91,23,4.87,4.7,5.0,4.9,5.0,4.7,4.8,"['Hair dryer', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'TV', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Microwave', 'Dishes and cutlery', 'Mini fridge', 'Kettle', 'Dining table', 'Launderette nearby', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/993872158264799463?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P38aNPkeIM7dxkPn&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Townhouse,Khet Phra Nakhon,13.7624,100.4988,$130,$805,2,5,2,True,289,4.86,115,4.86,4.9,4.8,4.9,5.0,4.8,4.8,"['Canal view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', '32-inch HDTV with standard cable/satellite', 'Air conditioning', 'Heating', 'Fire extinguisher', 'First aid kit', 'Fast wifi – 482 Mbps', 'Mitsubishi refrigerator', 'Dishes and cutlery', 'Freezer', 'Kettle', 'Coffee', 'Waterfront', 'Launderette nearby', 'Private patio or balcony', 'Long-term stays allowed', 'Self check-in', 'Smart lock']",https://www.airbnb.com.sg/rooms/743199228548342785?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P3Xed05o7TSf5CoY&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Flat,Khet Pom Prap Sattru Phai,13.7445,100.5108,$89,$550,2,2,1,True,132,4.87,132,4.87,4.8,4.8,5.0,4.9,4.8,4.9,"['Hair dryer', 'Shampoo', 'Hot water', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', '32-inch HDTV with Chromecast', 'AC – split-type ductless system', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Fridge', 'Dishes and cutlery', 'Coffee maker', 'Patio or balcony', 'Single level home', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/38442651?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P3qzm1YqF1MJBWKt&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Flat,Bangkok,13.74025,100.54938,$127,$783,1,3,1,True,211,4.91,42,4.93,5.0,5.0,5.0,5.0,5.0,4.9,"['Hair dryer', 'Shampoo', 'Free washer – In unit', 'Dryer', 'Essentials', 'Hangers', 'Iron', 'TV with standard cable/satellite', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Cooking basics', 'Private patio or balcony', 'Garden', 'Free parking on premises', 'Shared pool', 'Private hot tub', 'Lift', 'Gym', 'Pets allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/13021796?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P3JRpaICGdTbBHrY&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Room,Room,Khet Ratchathewi,13.75853,100.54016,$58,$347,0,3,1,True,220,4.85,30,4.83,4.8,4.9,4.9,4.9,4.7,4.6,"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Iron', 'Air conditioning', 'Lock on bedroom door', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Fridge', 'Microwave', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/31838328?adults=3&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=664691653&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P3SnCwIyA-WpGfE5&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Flat,Khet Phra Nakhon,13.7638,100.4993,$113,$717,2,4,1,True,403,4.92,47,4.83,4.9,4.9,4.9,5.0,4.7,4.7,"['City skyline view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage', '55-inch HDTV with Chromecast, Netflix', 'Books and reading material', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Toaster', 'Dining table', 'Coffee', 'Launderette nearby', 'Patio or balcony', 'Outdoor furniture', 'Outdoor dining area', 'Sun loungers', 'Free on-street parking', 'Paid multistorey car park off premises', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Smart lock']",https://www.airbnb.com.sg/rooms/912623052097532633?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P35W0myHkqmYXGRX&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Flat,Khet Pathum Wan,13.7457,100.5495,$134,$827,2,3,2,True,406,4.81,60,4.92,4.9,4.9,5.0,4.9,4.8,4.8,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe and chest of drawers', 'Ethernet connection', 'TV', 'Exercise equipment', 'Books and reading material', 'Air conditioning', 'Smoke alarm', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Induction cooker', 'Kettle', 'Toaster', 'Rice cooker', 'Dining table', 'Private patio or balcony', 'Free multistorey car park on premises', 'Shared pool', 'Shared sauna', 'Lift', 'Shared gym in building', 'Self check-in', 'Lockbox', 'Cleaning available during stay']",https://www.airbnb.com.sg/rooms/880689314429889183?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P3NM-KAPUuwqBocB&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Flat,Bangkok,13.756,100.5349,$76,$471,2,3,1,True,711,4.82,145,4.8,4.9,4.9,4.9,4.9,4.9,4.8,"['Bath', 'Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Dryer', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Clothes drying rack', 'Clothes storage: wardrobe and chest of drawers', 'TV', 'Books and reading material', 'Changing table', 'Window guards', 'Air conditioning', 'Ceiling fan', 'Portable fans', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Cooker', 'Kettle', 'Dining table', 'Private entrance', 'Launderette nearby', 'Private patio or balcony', 'Garden', 'Free parking on premises', 'Shared pool', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/32053288?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P3m6drqJoftn-L7Q&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Flat,Bangkok,13.7196,100.5486,$108,$648,2,2,2,False,1292,4.58,183,4.59,4.7,4.7,4.8,4.7,4.4,4.6,"['Hair dryer', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Paid washer – In building', 'Paid dryer – In building', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'Clothes storage: wardrobe', 'TV with standard cable/satellite', 'Games console', 'Cot', 'Changing table', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Dining table', 'Private entrance', 'Patio or balcony', 'Free parking on premises', 'Lift', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/2983684?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P3IBoz1I9sFkBClK&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Apartment,Khet Khlong San,13.7196,100.4983,$59,$377,1,2,1,True,247,4.98,31,4.97,5.0,4.9,4.9,5.0,4.8,5.0,"['Hair dryer', 'Cleaning products', 'Thai herbal brand shampoo', 'Thai herbal brand conditioner', 'Thai herbal brand body soap', 'Hot water', 'Shower gel', 'Paid washer – In building', 'Paid dryer – In building', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', '50-inch HDTV with Netflix', 'Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing', 'Books and reading material', 'Air conditioning', 'Smoke alarm', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Kettle', 'Wine glasses', 'Toaster', 'Rice cooker', 'Dining table', 'Coffee', 'Launderette nearby', 'Private patio or balcony', 'Private back garden – Not fully fenced', 'Free parking on premises', 'Lift', 'Shared gym in building', 'Single level home', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay']",https://www.airbnb.com.sg/rooms/927919479289457129?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P3yqywaS6Q-oI0Rx&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Home,Khet Phra Nakhon,13.76016994634942,100.50532026467923,$125,$747,3,4,1,True,13,5,13,5.0,4.8,4.9,5.0,4.9,4.9,5.0,"['Hair dryer', 'Cleaning products', 'NA shampoo', 'NA body soap', 'Bidet', 'Shower gel', 'Free washer – In unit', 'Free dryer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage', '40-inch HDTV', 'Central air conditioning', 'Portable fans', 'Exterior security cameras on property', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Kettle', 'Coffee maker', 'Dining table', 'Coffee', 'Paid car park off premises', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/895371939015002040?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P3VEwZj2tHB3take&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Flat,Bangkok,13.78865,100.55435,$76,$547,2,6,2,True,6516,4.77,212,4.85,0,0,0,0,0,0,"['Hair dryer', 'Shampoo', 'Hot water', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'TV', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Oven', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/16197838?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P3bHlGbFdRWkV-e8&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
Entire home,Home,Khet Phaya Thai,13.77457,100.53826,$170,"$1,076",2,3,2,True,69,4.96,48,4.96,4.9,5.0,4.9,5.0,4.7,4.9,"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Dryer', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'TV', 'Air conditioning', 'Heating', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Private entrance', 'Private patio or balcony', 'Garden', 'Free parking on premises', 'Single level home', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Lockbox', 'Cleaning available during stay']",https://www.airbnb.com.sg/rooms/40097562?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541629_P3WpAmOgP3CHGMrY&previous_page_section_name=1000&federated_search_id=f3a49ad8-8e1d-4c1f-991a-8bbf2e34e3b3
